userid,account,uncertainty_1,uncertainty_2,likelihood_e,reduc_e,likelihood_s,reduc_s,Finished,NoA.,1. NoA,1L. NoA._1,1L. NoA._1,2. NoA.,2L. NoA._1,2L. NoA._1,NoA.,1. NoA,1L. NoA._1,1L. NoA._1,2. NoA.,2M. NoA._1,2M. NoA._1,NoA.,1. NoA,1L. NoA_1,1L. NoA._1,2. NoA.,2H. NoA._1,2H. NoA._1,NoA,1. NoA.,1M. NoA._1,1M. NoA._1,2. NoA.,2L. NoA._1,2L. NoA._1,NoA.,1. NoA,1M. NoA._1,1M. NoA._1,2. NoA.,2M. NoA._1,2M. NoA._1,NoA.,1. NoA.,1M. NoA_1,1M. NoA._1,2. NoA.,2H. NoA._1,2H. NoA._1,NoA.,1. NoA.,1H. NoA._1,1H. NoA._1,2. NoA,2L. Acc._1,2L. Acc._1,NoA.,1. NoA.,1H. NoA_1,1H. NoA._1,2. NoA.,2M. Acc._1,2M. Acc._1,NoA.,1. NoA.,1H. NoA._1,1H. NoA._1,2. NoA,2H. Acc._1,2H. Acc._1,Acc.,1. Acc,1L. Acc._1,1L. Acc._1,2. Acc,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1L. Acc._1,1L. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1L. Acc._1,1L. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1M. Acc._1,1M. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2L. Acc._1,2L. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2M. Acc._1,2M. Acc._1,Acc.,1. Acc.,1H. Acc._1,1H. Acc._1,2. Acc.,2H. Acc._1,2H. Acc._1,crt,crt1,crt1_s,crt2,crt2_s,crt3,crt3_s,consc,consc_1,consc_2*,consc_2,consc_3,consc_4*,consc_4,extro,extro_1,extro_2*,extro_2,extro_3,extro_4*,extro_4,agree,agree_1,agree_2*,agree_2,agree_3,agree_4*,agree_4,open,open_1,open_2*,open_2,open_3*,open_3,open_4*,open_4,neuro,neuro_1,neuro_2*,neuro_2,neuro_3,neuro_4*,neuro_4,nfc,nfc_1,nfc_2,nfc_3*,nfc_3,nfc_4*,nfc_4,nfc_5*,nfc_5,nfc_6,nfc_7*,nfc_7,nfc_8*,nfc_8,nfc_9*,nfc_9,nfc_10,nfc_11,nfc_12*,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16*,nfc_16,nfc_17*,nfc_17,nfc_18,aomt,aomt_1,aomt_2,aomt_3,aomt_4*,aomt_4,aomt_5*,aomt_5,aomt_6*,aomt_6,aomt_7*,aomt_7,aomt_8,aomt_9,background,pol.party,pol.party_TEXT,pol.orient_1,pol.orient_2,pol.orient_3,educ,age,gender,race,pol.exp_1,pol.exp_2,pol.exp_3,pol.exp_4,pol.exp_5,pol.exp_6,pol.exp_7,pol.exp_8,policy
495,0,2,2,50,50,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1,1,3,90,10,10,10,1,,,,,,,,,,,,,,,1,1,90,10,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,3.5,3,5,3,3,3,5,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.777777778,2,2,2,2,6,6,2,1,7,2,6,2,6,1,2,,7,7,7,5,3,1,1,,,,,,,1,,1
497,1,1,1,90,10,90,10,1,1,1,90,10,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,4.5,5,5,3,3,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,2.75,2,3,5,3,5,3,5,4,5,3,5,2,6,2,2.944444444,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,7,2,6,2,2,6,6,2,2,6,6,5.111111111,6,6,6,6,2,2,6,6,2,6,2,6,2,1,1,,3,3,3,5,3,1,1,,,,,,,1,,2
498,0,1,1,90,10,90,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,90,10,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,6,6,6,2,6,2,6,2,3.5,3,5,3,3,3,5,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.777777778,2,2,2,2,6,6,2,1,7,2,6,2,6,1,2,,8,7,8,5,4,1,1,,,,,,,1,,2
499,0,3,2,10,90,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,90,1,50,50,,,,,,,,0,0.10,0,100,0,24,0,4.5,5,5,3,3,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,3.25,2,5,3,3,5,3,5,4,5,3,5,3,5,3,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,5.111111111,6,6,6,6,2,2,6,6,2,6,2,6,2,1,1,,3,3,3,5,3,1,1,,,,,,,1,,2
500,1,2,2,50,50,50,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,5.25,6,5,3,5,3,5,3,4,3,5,3,5,3,5,5.222222222,7,7,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.777777778,2,2,2,2,6,6,2,1,7,2,6,2,6,1,2,,7,7,7,5,3,1,1,,,,,,,1,,2
501,1,1,3,90,10,10,10,1,,,,,,,,,,,,,,,1,1,90,10,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,4.5,5,5,3,3,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,3,3,3,5,3,5,3,5,4,5,3,5,3,5,3,2.944444444,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,7,2,6,2,2,6,6,2,2,6,6,5.222222222,6,6,7,6,2,2,6,6,2,6,2,6,2,1,1,,4,4,4,5,3,1,1,,,,,,,1,,2
502,1,2,3,50,50,10,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,50,1,10,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,6,6,2,2,6,2,2,2,2,6,2,2,6,6,6,6,2,6,6,2,5.25,6,5,3,5,3,5,3,4,3,5,3,5,3,5,5.111111111,6,6,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,2,6,6,2,2,6,6,2,2,2.666666667,2,2,1,2,6,6,2,1,7,2,6,2,6,1,2,,7,7,7,5,3,1,1,,,,,,,1,,2
503,0,1,1,90,10,90,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,90,10,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,5,5,3,5,5,3,6,6,6,2,6,6,2,6,6,6,2,6,6,2,3,3,3,5,3,5,3,5,4,5,3,5,3,5,3,2.888888889,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,6,2,2,6,6,2,2,6,6,4.666666667,5,5,6,5,3,1,7,6,2,5,3,7,2,1,1,,5,5,5,5,3,1,1,,,,,,,1,,2
504,0,0,3,0,0,85,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,85,75,1,0.10,0,5,1,24,0,5.75,6,5,3,7,5,3,6,5,6,2,6,7,1,5.25,6,6,2,3,6,2,6.5,7,6,2,6,2,7,1,4.25,7,4,4,3,3,5,4.166666667,7,5,5,3,3,5,1,7,3,5,3,2,6,2,6,6,6,6,2,4,4,2,6,2,6,2,2,4.333333333,7,5,6,4,4,2,6,3,5,2,6,4,6,1,4,LGBQ,5,5,7,5,2,2,3,,,,,,,,1,2
505,0,3,2,85,80,89,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,85,80,1,89,45,,,,,,,,1,0.10,0,5,1,24,0,5.5,7,4,4,7,4,4,5.5,6,5,3,5,6,2,5.25,7,7,1,2,5,3,6.5,7,6,2,6,2,7,1,4,5,4,4,4,3,5,4.333333333,6,4,4,4,3,5,3,5,3,5,3,5,3,4,4,5,5,5,3,6,4,5,3,5,4,4,4,5.111111111,7,7,6,5,3,3,5,4,4,4,4,5,5,1,4,Green,6,7,7,3,1,2,5,,,,,1,,,,2
506,0,2,2,50,20,80,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,20,1,80,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,6,6,5,3,7,6,2,6,6,6,2,5,7,1,5.25,6,7,1,3,5,3,7,7,7,1,7,1,7,1,4.25,5,4,4,4,4,4,4.111111111,4,6,6,2,2,6,3,5,5,3,5,4,4,4,4,5,5,4,4,5,4,6,2,6,2,6,4,4.111111111,6,4,5,5,3,2,6,3,5,2,6,6,4,1,3,,4,6,7,4,1,2,1,,,,1,,,,,2
507,0,2,1,65,35,88,8,1,,,,,,,,,,,,,,,,,,,,,,1,1,65,35,1,88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,5,6,4,4,6,4,4,5,5,5,3,4,6,2,4.75,5,6,2,2,6,2,5.75,6,6,2,5,3,6,2,4.75,6,5,3,4,4,4,3.833333333,7,4,5,3,3,5,2,6,4,4,4,2,6,4,4,2,5,3,5,6,4,4,2,6,2,6,6,4.111111111,7,7,6,4,4,1,7,2,6,1,7,4,5,1,1,,5,5,5,3,2,1,1,,,,,,,,1,2
508,1,3,1,31,50,90,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,31,50,1,90,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5,5,6,2,4,5,3,5,6,6,2,5,3,5,6,6,6,2,7,5,3,6,6,6,2,7,1,5,3,3.75,5,5,3,2,3,5,5.222222222,5,6,6,2,5,3,3,5,6,5,3,6,2,4,4,7,6,7,1,5,3,4,6,2,7,1,3,4.666666667,6,4,7,5,3,3,5,5,3,2,6,5,5,1,2,,6,5,7,5,4,1,1,,,,1,,1,,,2
509,0,1,2,83,6,88,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,83,6,1,88,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6.25,6,5,3,7,7,1,5.75,5,5,3,7,6,2,5.75,6,5,3,6,6,2,6,6,6,2,5,3,7,1,5.25,6,5,3,4,6,2,4.722222222,3,6,6,2,3,5,6,2,6,3,5,3,5,2,6,6,7,7,1,6,3,4,7,1,6,2,1,4.444444444,5,7,6,4,4,2,6,1,7,4,4,6,5,1,3,,5,5,6,5,2,2,1,,,,,1,,1,,2
510,0,2,3,60,30,80,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,60,30,1,80,70,,,,,,,,,,,,,,,,,,,,,,1,0.10,0,5,1,24,0,6.5,7,5,3,7,7,1,6.5,7,7,1,6,6,2,5.25,7,7,1,1,6,2,5.75,5,7,1,5,3,6,2,4.25,6,4,4,3,4,4,4.111111111,3,7,6,2,2,6,1,7,4,4,4,2,6,2,6,7,6,6,2,6,6,2,2,6,4,4,4,4.222222222,7,6,6,4,4,2,6,4,4,1,7,4,4,1,2,,5,5,5,5,2,2,4,,,,1,,,1,,2
511,0,1,3,71,9,55,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,71,9,1,55,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,4,6,2,5,6,2,5.5,6,6,2,7,3,5,5.75,6,5,3,5,7,1,5.25,6,6,2,3,5,6,2,3.5,5,4,4,2,3,5,4.666666667,6,5,6,2,3,5,5,3,6,3,5,3,5,5,3,7,6,7,1,2,4,1,5,3,6,2,4,4,4,5,5,6,2,2,6,2,6,1,7,6,5,1,2,,7,7,8,6,4,2,1,,,,1,,1,1,,1
512,0,3,1,20,14,95,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,20,14,1,95,9,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6.25,6,6,2,6,7,1,5.75,6,5,3,7,5,3,5.5,6,6,2,5,5,3,5.5,5,5,3,6,2,6,2,2.5,3,3,5,2,2,6,4.777777778,6,2,3,5,2,6,5,3,6,3,5,5,3,5,3,6,7,6,2,5,6,4,6,2,7,1,2,3.777777778,6,3,5,4,4,1,7,3,5,1,7,5,6,1,1,,4,3,5,5,5,1,1,1,,,,,1,1,,2
513,1,1,2,73,9,50,46,1,,,,,,,,1,1,73,9,1,50,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.5,6,5,3,5,6,2,4.75,3,7,1,6,3,5,5.75,6,6,2,5,6,2,6,6,6,2,5,3,7,1,2.25,3,1,7,2,3,5,4.222222222,2,7,7,1,2,6,3,5,7,3,5,2,6,2,6,7,6,7,1,3,6,2,5,3,4,4,1,4.444444444,4,6,5,5,3,1,7,4,4,2,6,7,6,1,2,,6,7,6,7,6,2,3,,,,1,1,1,1,,1
514,1,1,1,82,9,94,9,1,1,1,82,9,1,94,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6,7,6,2,5,6,2,4.75,3,7,1,6,3,5,6.25,6,5,3,7,7,1,6.5,6,6,2,7,1,7,1,2,2,2,6,1,3,5,5.111111111,6,6,6,2,5,3,4,4,5,5,3,2,6,3,5,7,6,7,1,5,7,2,7,1,6,2,3,5,4,5,6,6,2,3,5,4,4,3,5,7,7,1,3,,5,5,4,5,2,2,1,,,,,1,,1,,2
515,1,3,2,50,69,91,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,50,69,1,91,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.75,5,6,2,6,6,2,5.25,4,6,2,6,5,3,6,6,6,2,7,5,3,6.75,7,7,1,7,1,6,2,2.5,2,2,6,3,3,5,5.722222222,6,7,7,1,6,2,7,1,7,6,2,5,3,6,2,6,7,7,1,5,6,2,7,1,4,4,2,4,6,4,5,5,3,1,7,3,5,2,6,4,6,1,5,,4,5,5,5,3,2,1,,,,,,,1,,2
516,0,2,1,35,11,95,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35,11,1,95,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.75,5,5,3,7,6,2,5,2,7,1,6,5,3,5.25,5,5,3,5,6,2,5.75,5,6,2,5,3,7,1,3.5,5,4,4,2,3,5,4.111111111,2,6,5,3,3,5,2,6,3,3,5,1,7,2,6,4,6,6,2,4,5,6,7,1,6,2,3,4.555555556,6,5,7,5,3,2,6,1,7,4,4,6,5,1,1,,2,4,3,6,4,2,1,,,,,1,1,1,,2
517,1,3,3,37,48,75,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,37,48,1,75,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,5,6,2,5,5,3,6,5,6,2,6,7,1,6,6,5,3,7,6,2,5.75,5,6,2,5,3,7,1,2.5,3,2,6,2,3,5,4.5,5,3,6,2,3,5,2,6,7,3,5,2,6,3,5,6,7,7,1,2,6,6,7,1,4,4,2,4.888888889,5,7,6,5,3,2,6,3,5,4,4,7,5,1,2,,6,7,8,5,3,1,1,,,,1,1,,1,,1
518,1,2,2,61,41,88,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,61,41,1,88,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6,6,6,2,5,7,1,4.75,6,5,3,5,3,5,5.75,6,6,2,5,6,2,5.75,6,6,2,5,3,6,2,2.75,3,2,6,2,4,4,5.333333333,6,7,6,2,5,3,6,2,6,3,5,5,3,6,2,7,6,7,1,5,6,3,7,1,4,4,1,4.444444444,3,6,6,4,4,4,4,2,6,3,5,5,7,1,5,,3,3,5,6,6,1,3,,,,,1,1,,,2
519,1,2,2,66,46,76,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,66,46,1,76,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.5,6,5,3,5,6,2,4.75,5,5,3,6,3,5,5.5,6,6,2,5,5,3,5.5,6,6,2,5,3,5,3,2.5,2,2,6,3,3,5,4.611111111,5,6,7,1,3,5,4,4,6,3,5,1,7,2,6,6,7,7,1,3,5,4,7,1,5,3,2,4.111111111,6,4,5,6,2,2,6,1,7,2,6,5,6,1,1,,3,4,5,6,5,1,1,,,,,,1,1,,2
520,0,2,2,42,11,68,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,42,11,1,68,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.5,4,6,2,6,6,2,5.5,5,6,2,6,5,3,6.5,6,6,2,7,7,1,6,6,5,3,7,1,6,2,2.5,2,2,6,3,3,5,4.833333333,6,5,6,2,2,6,5,3,6,3,5,3,5,2,6,7,6,7,1,4,6,5,7,1,5,3,2,3.777777778,6,4,4,6,2,3,5,1,7,2,6,3,5,1,2,,7,6,6,5,3,2,1,,,,,,1,1,,2
521,0,3,3,68,77,76,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,68,77,1,76,85,0,0.10,0,100,0,24,0,5.5,6,5,3,5,6,2,4.75,4,6,2,6,3,5,6,6,6,2,5,7,1,6,6,6,2,5,3,7,1,2.25,3,2,6,2,2,6,5.222222222,5,3,6,2,5,3,7,1,6,5,3,6,2,6,2,6,7,7,1,6,5,2,7,1,4,4,1,4.888888889,7,5,6,3,5,5,3,2,6,3,5,7,6,1,3,,5,6,5,5,4,2,1,,,,,1,,,,2
522,1,1,1,95,8,95,10,1,1,1,95,8,1,95,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,3,7,1,5,6,2,6.25,6,7,1,7,5,3,6,6,6,2,7,5,3,5.25,6,6,2,3,5,6,2,2,3,2,6,2,1,7,4.722222222,3,6,7,1,2,6,3,5,7,2,6,3,5,2,6,6,7,7,1,5,7,2,5,3,7,1,4,4.888888889,6,7,4,6,2,4,4,3,5,2,6,5,7,1,2,,5,6,7,5,5,1,3,,,,,1,1,1,,2
523,1,1,2,65,4,68,45,1,,,,,,,,1,1,65,4,1,68,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,6.5,7,7,1,6,6,2,5.25,5,6,2,6,4,4,6.5,7,6,2,6,7,1,6.5,6,6,2,7,1,7,1,2.75,3,1,7,4,3,5,4.222222222,2,5,7,1,2,6,3,5,7,2,6,3,5,2,6,7,5,2,6,2,7,4,5,3,7,1,4,5,6,6,7,5,3,3,5,4,4,3,5,7,4,1,1,,8,7,8,6,6,2,1,,,,1,,1,1,,1
524,1,1,3,87,10,49,10,1,,,,,,,,,,,,,,,1,1,87,10,1,49,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.75,6,5,3,5,7,1,6.25,6,6,2,7,6,2,6,6,5,3,7,6,2,6.75,7,6,2,7,1,7,1,2.25,2,2,6,3,2,6,5.388888889,6,7,7,1,6,2,5,3,6,6,2,7,1,5,3,6,7,1,7,4,6,2,7,1,5,3,4,4.444444444,6,5,4,6,2,2,6,4,4,1,7,7,5,1,2,,6,6,5,5,3,1,3,,,,1,1,1,1,,1
525,0,2,3,61,21,24,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,61,21,1,24,71,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.25,6,5,3,4,6,2,4.25,5,5,3,5,2,6,6.25,7,6,2,6,6,2,5.5,4,7,1,5,3,6,2,2.5,3,2,6,2,3,5,4.277777778,2,6,7,1,3,5,2,6,7,3,5,2,6,3,5,4,5,6,2,6,3,4,7,1,5,3,2,4.333333333,6,4,7,6,2,2,6,1,7,3,5,6,4,1,2,,7,6,7,5,3,2,1,,,,,1,,1,,2
526,0,1,1,73,9,96,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,73,9,1,96,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.5,6,6,2,5,5,3,5,5,6,2,6,3,5,6,6,6,2,7,5,3,5.75,6,5,3,5,3,7,1,5.5,5,5,3,6,6,2,4.888888889,5,6,6,2,3,5,2,6,7,3,5,2,6,5,3,6,7,7,1,5,6,4,7,1,5,3,2,4.555555556,4,5,6,6,2,1,7,3,5,3,5,6,7,1,1,,4,5,3,5,3,1,1,,,,,,1,1,,2
527,1,3,2,27,14,79,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,27,14,1,79,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.10,0,100,0,24,0,5.75,6,6,2,5,6,2,4.5,4,6,2,6,2,6,6,6,7,1,5,6,2,6.5,6,7,1,7,1,6,2,3.25,5,4,4,2,2,6,4.833333333,6,5,7,1,3,5,2,6,6,3,5,5,3,3,5,6,6,5,3,5,7,2,5,3,7,1,4,4.555555556,5,4,5,5,3,3,5,2,6,4,4,7,6,1,3,,6,5,5,6,5,2,1,,,,,1,1,,,2
